date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:24:49	7643/7643	---MCZ	200	added ('OK')	text/html	etag:W/%2259ffc4c00bc742f38946068b13597cb5%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/wishlist.html	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/wishlist.html	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/profile.html)
09:24:49	6835/6835	---MCZ	200	added ('OK')	text/html	etag:W/%227658b65c387725c1bf4e9660bd7eb863%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/manage-payment.html	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/manage-payment.html	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/profile.html)
09:24:50	4164/4164	---MCZ	200	added ('OK')	text/html	etag:W/%228fa685e222c348e283a94b8a7b54fd7c%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/manage-address.html	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/manage-address.html	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/profile.html)
09:24:50	4440/4440	---MCZ	200	added ('OK')	text/html	etag:W/%220584ccce2dee7a0b1cdba7e1a1017a82%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/language.html	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/language.html	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/profile.html)
09:24:51	5508/5508	---MCZ	200	added ('OK')	text/html	etag:W/%226b3db207e83d625a77ca47803e132476%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/notification.html	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/notification.html	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/profile.html)
09:24:51	3480/3480	---MCZ	200	added ('OK')	text/html	etag:W/%2235aa3c2fddf107b02c096b13721eb350%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/setting.html	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/setting.html	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/profile.html)
09:24:52	12489/12489	---MCZ	200	added ('OK')	text/html	etag:W/%22c85de06b9d7fa3f323055159cbc9104a%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/terms-conditions.html	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/terms-conditions.html	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/profile.html)
09:24:52	9232/9232	---MCZ	200	added ('OK')	text/html	etag:W/%2212b72f4d365859a1fe79165c01f56da4%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/help.html	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/help.html	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/profile.html)
09:24:52	38202/38202	---MCZ	200	added ('OK')	text/html	etag:W/%228a0952147d48f5b1b8811cba811b71ef%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/landing.html	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/landing.html	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/profile.html)
09:24:53	607/607	---M--	200	added ('OK')	image/svg+xml	etag:%222b36ce9efb75c01e57176f9a37a258c8%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/home.svg	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/home.svg	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/profile.html)
09:24:53	635/635	---M--	200	added ('OK')	image/svg+xml	etag:%226b52b5aeb06656a25fb25f10bf74e2f1%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/home-fill.svg	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/home-fill.svg	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/profile.html)
09:24:54	8847/8847	---MCZ	200	added ('OK')	text/html	etag:W/%2278fb661ebaa87e77621233063faffe64%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/categories.html	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/categories.html	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/profile.html)
09:24:54	1424/1424	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%220dc110c983a234509d620c5c79d6163f%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/categories.svg	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/categories.svg	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/profile.html)
09:24:55	1086/1086	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225fa5e2cf6c0ce4e2843a8ed597da9795%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/categories-fill.svg	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/categories-fill.svg	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/profile.html)
09:24:56	7833/7833	---MCZ	200	added ('OK')	text/html	etag:W/%22e520cbdba25961b1cbca036cf14149ad%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/cart.html	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/cart.html	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/profile.html)
09:24:56	934/934	---M--	200	added ('OK')	image/svg+xml	etag:%228a22eb330cbf3d8e704c2c4d20bf6219%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/bag.svg	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/bag.svg	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/profile.html)
09:24:57	1255/1255	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%227bad34adfaac355490a51d653d63f4de%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/bag-fill.svg	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/bag-fill.svg	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/profile.html)
09:24:57	880/880	---M--	200	added ('OK')	image/svg+xml	etag:%22f28dd2b4f6dfe22fe4b9bf45b615d5d4%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/heart.svg	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/heart.svg	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/profile.html)
09:24:58	562/562	---M--	200	added ('OK')	image/svg+xml	etag:%22ebb5a7fd00986ccc1ef96e7288e91c38%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/heart-fill.svg	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/heart-fill.svg	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/profile.html)
09:24:58	750/750	---M--	200	added ('OK')	image/svg+xml	etag:%22224f87dacf58154bcf421d0488134d81%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/profile.svg	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/profile.svg	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/profile.html)
09:24:59	835/835	---M--	200	added ('OK')	image/svg+xml	etag:%2221be8245f771464b3e3ed346c2d73987%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/profile-fill.svg	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/profile-fill.svg	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/profile.html)
09:24:59	641/641	---M--	200	added ('OK')	application/javascript	etag:%221474d1306705d73c3b8461794878a279%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/js/iconsax.js	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/js/iconsax.js	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/profile.html)
09:25:00	113178/113178	---MCZ	200	added ('OK')	application/javascript	etag:W/%2229b9bf62e123aec3f2280a5bb9b89bd7%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/js/bootstrap.bundle.min.js	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/js/bootstrap.bundle.min.js	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/profile.html)
09:25:00	5515/5515	---MCZ	200	added ('OK')	application/javascript	etag:W/%222a7817ecb5728d9533d560f540050bdf%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/js/script.js	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/js/script.js	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/profile.html)
09:25:01	10062/10062	---M--	200	added ('OK')	image/png	etag:%22f6c23341041f935dbbb23c0c1dfb966c%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/background/discount_bg.png	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/background/discount_bg.png	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/css/style.css)
09:25:01	1118/1118	---M--	200	added ('OK')	image/png	etag:%229db68c67a87ed75e640e9373d689400a%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/icons/completed.png	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/icons/completed.png	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/css/style.css)
09:25:02	24910/24910	---M--	200	added ('OK')	image/jpeg	etag:%22ba64cd1ddad43e0b23e02821ab610278%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/background/card.jpg	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/background/card.jpg	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/css/style.css)
09:25:02	31747/31747	---M--	200	added ('OK')	image/png	etag:%22ed26470d045d531683570505f064e0f8%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/product/3.png	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/product/3.png	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/order-history.html)
09:25:03	8258/8258	---M--	200	added ('OK')	image/png	etag:%2269dd175259c2b7658d182498e8781607%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/product/6.png	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/product/6.png	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/order-history.html)
09:25:03	27626/27626	---M--	200	added ('OK')	image/png	etag:%22227f2a11e16a88dc0ca53dbae686729f%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/product/7.png	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/product/7.png	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/order-history.html)
09:25:04	30734/30734	---M--	200	added ('OK')	image/png	etag:%222c0e742778d808a0fb2ed3abb12a6f4b%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/product/18.png	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/product/18.png	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/wishlist.html)
09:25:04	40067/40067	---M--	200	added ('OK')	image/png	etag:%22df61bbfe221a46168b7353185afb8fb0%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/product/19.png	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/product/19.png	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/wishlist.html)
09:25:05	42961/42961	---M--	200	added ('OK')	image/png	etag:%2294b0044c868f02685489ae1aa32e9db0%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/product/20.png	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/product/20.png	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/wishlist.html)
09:25:05	803/803	---M--	200	added ('OK')	image/svg+xml	etag:%223792a976278237d3c96641a4fd089eaa%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/icons/svg/mastercard.svg	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/icons/svg/mastercard.svg	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/manage-payment.html)
09:25:06	4048/4048	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22bd0fa35034f035181b0fcd8fdd8fecff%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/icons/svg/visa.svg	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/icons/svg/visa.svg	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/manage-payment.html)
09:25:06	3854/3854	---MCZ	200	added ('OK')	text/html	etag:W/%223e7a2ba9c3e5a2757ce59b5c6ec93908%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/new-card.html	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/new-card.html	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/manage-payment.html)
09:25:07	2715/2715	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22dcc2eeb115d790194616c4b2845270da%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/icons/svg/paypal.svg	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/icons/svg/paypal.svg	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/manage-payment.html)
09:25:07	2148/2148	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a4c88899635aff499e62b791fefa192b%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/icons/svg/apple-pay.svg	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/icons/svg/apple-pay.svg	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/manage-payment.html)
09:25:08	1485/1485	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f05c9a69b9429d315040d1ffbc631a4a%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/icons/svg/google-pay.svg	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/icons/svg/google-pay.svg	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/manage-payment.html)
09:25:09	1635/1635	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22dc0bcce5fea16c3704955d1fbde9bdac%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/icons/svg/cash.svg	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/icons/svg/cash.svg	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/manage-payment.html)
09:25:09	1530/1530	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22745df54700ea1535d47f2a0a36d4a9a0%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/discount.svg	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/discount.svg	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/notification.html)
09:25:10	1280/1280	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22661f4612171e9c8907b17fb837e78d36%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/wallet.svg	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/wallet.svg	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/notification.html)
09:25:10	740/740	---M--	200	added ('OK')	image/svg+xml	etag:%22409dfd2e5a33f522bd08e80923cc4d01%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/location.svg	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/location.svg	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/notification.html)
09:25:11	775/775	---M--	200	added ('OK')	image/svg+xml	etag:%22ec8334875b8173e6be3717c4cd96b343%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/card.svg	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/card.svg	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/notification.html)
09:25:12	163709/163709	---M--	200	added ('OK')	image/png	etag:%22893fa6c61c35ac8173c8011ab11cc78e%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/banner/help-pic.png	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/banner/help-pic.png	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/help.html)
09:25:12	18411/18411	---MCZ	200	added ('OK')	text/css	etag:W/%22c77681f363f9102e67e4d7baf8a847db%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/css/vendors/swiper-bundle.min.css	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/css/vendors/swiper-bundle.min.css	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/landing.html)
09:25:12	49921/49921	---M--	200	added ('OK')	image/png	etag:%22bb5c13421de5ba159c87ee6dedf12687%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/icons/profile.png	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/icons/profile.png	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/landing.html)
09:25:13	10012/10012	---MCZ	200	added ('OK')	text/html	etag:W/%226746b7c3d1fab397a74b8f3659269a1c%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/page-listing.html	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/page-listing.html	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/landing.html)
09:25:13	4536/4536	---MCZ	200	added ('OK')	text/html	etag:W/%227d7f0b1e9c49f75e842ed1039c1564da%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/login.html	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/login.html	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/landing.html)
09:25:14	250078/250078	---M--	200	added ('OK')	image/jpeg	etag:%225c157acbf6b6dfe0997479014a3bbce3%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/banner/banner-1.jpg	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/banner/banner-1.jpg	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/landing.html)
09:25:14	9349/9349	---MCZ	200	added ('OK')	text/html	etag:W/%2241dd0d8b47de98378d840ffdb3f6d82e%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/shop.html	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/shop.html	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/landing.html)
09:25:15	16676/16676	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%220ee2ea66225213f74d9dd38dccb0d976%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/sofa.svg	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/sofa.svg	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/landing.html)
09:25:16	147393/147393	---M--	200	added ('OK')	image/png	etag:%225616e9cf29d1f85f9d3c2f9b5c2a3fb6%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/product/1.png	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/product/1.png	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/landing.html)
09:25:16	869/869	---M--	200	added ('OK')	image/svg+xml	etag:%22461952b0ed07eb3399afa6e56114ca34%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/like.svg	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/like.svg	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/landing.html)
09:25:17	791/791	---M--	200	added ('OK')	image/svg+xml	etag:%2203de8a43863c6f53f72761792ca9455d%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/like-fill.svg	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/like-fill.svg	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/landing.html)
09:25:17	1252/1252	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b844ac657bba608d0bf7a9f9545ddb59%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/Star.svg	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/svg/Star.svg	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/landing.html)
09:25:18	73126/73126	---M--	200	added ('OK')	image/png	etag:%2296d558a0e3009b2ddfb044d6be6820d1%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/product/2.png	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/product/2.png	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/landing.html)
09:25:18	29654/29654	---MCZ	200	added ('OK')	text/html	etag:W/%22e08d75b1f3876e2c9c6420243b84b2ed%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/product-details.html	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/product-details.html	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/landing.html)
09:25:19	38344/38344	---M--	200	added ('OK')	image/png	etag:%22cee40745ca49e92e4254a6d4fdeb4d57%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/product/4.png	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/product/4.png	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/landing.html)
09:25:19	38004/38004	---M--	200	added ('OK')	image/png	etag:%22ba746707cda0739944a2ec7e0db01927%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/product/5.png	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/product/5.png	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/landing.html)
09:25:20	606034/606034	---M--	200	added ('OK')	image/jpeg	etag:%229591e0896f2be16b59df9ef7026bf857%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/banner/banner-2.jpg	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/banner/banner-2.jpg	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/landing.html)
09:25:20	23022/23022	---M--	200	added ('OK')	image/png	etag:%2251c9435e41acb9b3bbd3dd551f656ccb%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/product/8.png	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/product/8.png	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/landing.html)
09:25:21	43032/43032	---M--	200	added ('OK')	image/png	etag:%22e0fbb4cdb99ee5651d82535fa484109a%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/product/9.png	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/product/9.png	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/landing.html)
09:25:21	102782/102782	---M--	200	added ('OK')	image/png	etag:%22e459003aec5f69e1d189943f5f3dfa11%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/product/10.png	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/product/10.png	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/landing.html)
09:25:22	126196/126196	---M--	200	added ('OK')	image/png	etag:%225cdaf8ec6acdc0c753e2cecaaa641b39%22	https://html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/product/11.png	D:/fuzzy_profile/html-demo-orcin.vercel.app/mobile/fuzzy/assets/images/product/11.png	(from https://html-demo-orcin.vercel.app/mobile/fuzzy/landing.html)
